run_index,port,worker_root,worker_log,container_exit_code,result_dir
1,8554,/home/ckt/Documents/000_2026_test_dev/SGFuzzer/SGFuzz/example/live555/artifacts/parallel-results-live555_Apr-12_11-05-21/worker01,/home/ckt/Documents/000_2026_test_dev/SGFuzzer/SGFuzz/example/live555/artifacts/parallel-results-live555_Apr-12_11-05-21/worker01/docker.log,1,
2,8554,/home/ckt/Documents/000_2026_test_dev/SGFuzzer/SGFuzz/example/live555/artifacts/parallel-results-live555_Apr-12_11-05-21/worker02,/home/ckt/Documents/000_2026_test_dev/SGFuzzer/SGFuzz/example/live555/artifacts/parallel-results-live555_Apr-12_11-05-21/worker02/docker.log,1,
