results_id,subject,fuzzer,run,l_abs,b_abs,nodes,edges,crashes,hangs,bugs,l_abs_source,b_abs_source,nodes_source,edges_source,crashes_source,hangs_source,bugs_source,status,exit_code,timeout_triggered,startup_ready,startup_reason,failure_reason,phase,fuzz_started,cov,ft,states,leaves,exec_per_sec,guard_nb,branch_coverage_percent,crash_artifacts,timeout_artifacts,oom_artifacts,leak_artifacts,bug_artifacts,unique_bug_signatures,mutation_graph_edges,summary_csv,run_root,log_file,artifact_dir
results-live555_Apr-02_14-41-29,live555,sgfuzz,1,2174,942,6,29,0,0,0,gcov_cov_over_time,gcov_cov_over_time,external_state_observer,external_state_observer,mapped_from_crash_artifacts,mapped_from_timeout_artifacts,mapped_from_bug_artifacts,0,0,no,yes,ready,none,fuzzing,yes,1745,8136,2744,544,34,15550,,0,0,0,0,0,0,0,/home/ckt/Documents/000_2026_test_dev/SGFuzzer/SGFuzz/example/live555/artifacts/parallel-results-live555_Apr-02_22-41-29/worker01/results-live555_Apr-02_14-41-29/summary.csv,/results/worker01/results-live555_Apr-02_14-41-29/Apr-02_14-41-29_run01_port8554,/results/worker01/results-live555_Apr-02_14-41-29/Apr-02_14-41-29_run01_port8554/run.log,/results/worker01/results-live555_Apr-02_14-41-29/Apr-02_14-41-29_run01_port8554/artifacts
results-live555_Apr-02_14-41-29,live555,sgfuzz,1,2176,944,6,29,0,0,0,gcov_cov_over_time,gcov_cov_over_time,external_state_observer,external_state_observer,mapped_from_crash_artifacts,mapped_from_timeout_artifacts,mapped_from_bug_artifacts,0,0,no,yes,ready,none,fuzzing,yes,1769,8266,2607,516,33,15550,,0,0,0,0,0,0,2,/home/ckt/Documents/000_2026_test_dev/SGFuzzer/SGFuzz/example/live555/artifacts/parallel-results-live555_Apr-02_22-41-29/worker02/results-live555_Apr-02_14-41-29/summary.csv,/results/worker02/results-live555_Apr-02_14-41-29/Apr-02_14-41-29_run01_port8554,/results/worker02/results-live555_Apr-02_14-41-29/Apr-02_14-41-29_run01_port8554/run.log,/results/worker02/results-live555_Apr-02_14-41-29/Apr-02_14-41-29_run01_port8554/artifacts
